classifier_name,archive_name,dataset_name,iteration,precision,accuracy,recall,duration
mlp,TSC,50words,0.0,0.4277069032970672,0.4835164835164835,0.4869360873904218,0.0
mlp,TSC,Adiac,0.0,0.4844622876108747,0.4143222506393862,0.4116071241071241,0.0
mlp,TSC,ArrowHead,0.0,0.7930664398679707,0.7942857142857143,0.7983775407893537,0.0
mlp,TSC,Beef,0.0,0.7366666666666667,0.6666666666666666,0.6666666666666666,0.0
mlp,TSC,BeetleFly,0.0,0.8846153846153846,0.85,0.85,0.0
mlp,TSC,BirdChicken,0.0,0.8125,0.8,0.8,0.0
mlp,TSC,Car,0.0,0.8080458144796381,0.8,0.8037160208212839,0.0
mlp,TSC,CBF,0.0,0.8810391836098775,0.8611111111111112,0.8617947464331749,0.0
mlp,TSC,ChlorineConcentration,0.0,0.7909026181234582,0.8125,0.7727125955193866,0.0
mlp,TSC,CinC_ECG_torso,0.0,0.8717207593650541,0.8485507246376811,0.8493310879980194,0.0
mlp,TSC,Coffee,0.0,1.0,1.0,1.0,0.0
mlp,TSC,Computers,0.0,0.5779967159277504,0.5760000000000001,0.5760000000000001,0.0
mlp,TSC,Cricket_X,0.0,0.6125262992876063,0.5897435897435898,0.6008967850112651,0.0
mlp,TSC,Cricket_Y,0.0,0.6313240350943731,0.5974358974358974,0.5970110706309629,0.0
mlp,TSC,Cricket_Z,0.0,0.6425180059374572,0.6307692307692307,0.6218856913422942,0.0
mlp,TSC,DiatomSizeReduction,0.0,0.9294109840490171,0.9084967320261438,0.8222920696324951,0.0
mlp,TSC,DistalPhalanxOutlineAgeGroup,0.0,0.6343915343915344,0.6618705035971223,0.6775604809503114,0.0
mlp,TSC,DistalPhalanxOutlineCorrect,0.0,0.7258928571428571,0.7210144927536232,0.6913043478260871,0.0
mlp,TSC,DistalPhalanxTW,0.0,0.4835909773409773,0.6330935251798561,0.5058385814964762,0.0
mlp,TSC,Earthquakes,0.0,0.36641221374045796,0.6906474820143885,0.4615384615384616,0.0
mlp,TSC,ECG200,0.0,0.9180035650623886,0.92,0.9071180555555556,0.0
mlp,TSC,ECG5000,0.0,0.6147280311364691,0.9291111111111112,0.5519880890787576,0.0
mlp,TSC,ECGFiveDays,0.0,0.9649788094362878,0.9639953542392566,0.9641357838164512,0.0
