classifier_name,archive_name,dataset_name,iteration,precision,accuracy,recall,duration
mlp,mts_archive,ArabicDigits,0.0,0.9693558247310632,0.9690909090909092,0.9690909090909092,0.0
mlp,mts_archive,AUSLAN,0.0,0.9469193973858336,0.9347368421052632,0.9347368421052632,0.0
mlp,mts_archive,CharacterTrajectories,0.0,0.9733567937626628,0.9722439405785771,0.9692612149003536,0.0
mlp,mts_archive,CMUsubject16,0.0,0.8421052631578947,0.7931034482758621,0.8125,0.0
mlp,mts_archive,ECG,0.0,0.7858585858585858,0.8,0.8199909543193125,0.0
mlp,mts_archive,JapaneseVowels,0.0,0.9762173055805132,0.9783783783783784,0.9796748270886204,0.0
mlp,mts_archive,KickvsPunch,0.0,0.8333333333333333,0.8,0.8333333333333333,0.0
mlp,mts_archive,Libras,0.0,0.7950793650793652,0.7777777777777778,0.7777777777777778,0.0
mlp,mts_archive,NetFlow,0.0,0.3895131086142322,0.7790262172284644,0.5,0.0
mlp,mts_archive,UWave,0.0,0.9030571707341952,0.8959794296400188,0.8959820959781581,0.0
mlp,mts_archive,Wafer,0.0,0.4469866071428572,0.8939732142857143,0.5,0.0
mlp,mts_archive,WalkvsRun,0.0,0.125,0.25,0.5,0.0
mlp,mts_archive,ArabicDigits,1.0,0.9688037610603044,0.968181818181818,0.968181818181818,0.0
mlp,mts_archive,AUSLAN,1.0,0.9426752284854778,0.9319298245614036,0.9319298245614036,0.0
mlp,mts_archive,CharacterTrajectories,1.0,0.9670547455517428,0.9663799843627834,0.9635297079432096,0.0
mlp,mts_archive,CMUsubject16,1.0,0.27586206896551724,0.5517241379310345,0.5,0.0
mlp,mts_archive,ECG,1.0,0.335,0.67,0.5,0.0
mlp,mts_archive,JapaneseVowels,1.0,0.9762173055805132,0.9783783783783784,0.9796748270886204,0.0
mlp,mts_archive,KickvsPunch,1.0,0.8333333333333333,0.7,0.625,0.0
mlp,mts_archive,Libras,1.0,0.8036601307189543,0.7833333333333333,0.7833333333333332,0.0
